Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
York	GPE	“Somewhat mottled—something of the York and Lancaster rose. Shall I leave you under Tibbie	2140	York, North Yorkshire, England, GBR	Locality	City				York	North Yorkshire	England	United Kingdom	GBR	-1.0836837719999721	53.96202662400003	100	
Paris	GPE	. The first number must be sent to her at Paris, and trust her for spreading its fame!	2197	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
St. Norbert’s	GPE	relieved Alison by announcing his intention of going over to St. Norbert’s alone and without notice, so as to satisfy himself	2203	Saint-Norbert, QC, CAN	Locality	Village				Saint-Norbert	D'Autray	Québec	Canada	CAN	-73.31504199999995	46.16969300000005	95.99	
Avonmouth	GPE	were as well known at St. Norbert’s as at Avonmouth. He told Rachel of his expedition, and his	2206	Avonmouth, Bristol, England, GBR	Locality	District				Avonmouth	Bristol	England	United Kingdom	GBR	-2.6988996199999633	51.50073071700007	100	
India	GPE	and reminds me strongly of a face I saw in India.”	2207	India	Locality	Country							India	IND	79.44332654800007	23.379379735000043	100	
Lucknow	GPE	was a very handsome Sepoy havildar whom we took at Lucknow, a capital soldier before the mutiny, and then	2209	Lucknow, Uttar Pradesh, IND	Locality	City				Lucknow	Lucknow	Uttar Pradesh	India	IND	80.92135000000007	26.85471000000007	100	
St. Norbert’s	GPE	woman treated herself and her daughters to a holiday at St. Norbert’s, without intimating her intention to her patronesses; and	2211	Saint-Norbert, QC, CAN	Locality	Village				Saint-Norbert	D'Autray	Québec	Canada	CAN	-73.31504199999995	46.16969300000005	95.99	
Lovedy	GPE	her. ‘It’s all for your good, Lovedy,’ I says to her, and poor child	2217	Loveday, South Australia, AUS	Locality	City				Loveday		South Australia	Australia	AUS	140.42933000000005	-34.27872999999994	85.71	
Plymouth	GPE	They say there’s a whole shipload of them at Plymouth, and I’d rather my poor Mary came to	2225	Plymouth, Devon, England, GBR	Locality	City				Plymouth	Devon	England	United Kingdom	GBR	-4.142097422999939	50.37000040500004	100	
Homestead	GPE	I am to have the honour of dining at the Homestead on Monday?”	2250	Homestead, FL, USA	Locality	City				Homestead	Miami-Dade County	Florida	United States	USA	-80.46549999999996	25.476510000000076	100	
Homestead	GPE	long been engaged to spend the ensuing Monday at the Homestead. The elder daughter, an old intimate of Grace	2263	Homestead, FL, USA	Locality	City				Homestead	Miami-Dade County	Florida	United States	USA	-80.46549999999996	25.476510000000076	100	
London	GPE	wish that Mr. Mitchell should have time to return from London, whither he had gone to conclude his arrangements with	2307	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
St. Norbert’s	GPE	dentist of the neighbourhood dwelt in a grand mansion at St. Norbert’s, and thither were conducted Conrade and Francis, as	2326	Saint-Norbert, QC, CAN	Locality	Village				Saint-Norbert	D'Autray	Québec	Canada	CAN	-73.31504199999995	46.16969300000005	95.99	
